45001,Abbeville,South Carolina,US,2020-06-07 02:33:00,34.22333378,-82.46170658,47,1,1,45,"(Abbeville,South Carolina,US)",191.625555510254,0.0
,,,Afghanistan,2021-01-06 05:22:16,33.93911,67.709953,53011,2237,42666,8195,(Afghanistan),136.4173212518869,4.22559081065813
